frame,timestamp_ms,pose_detected,lm_0_x,lm_0_y,lm_0_z,lm_0_visibility,lm_0_presence,lm_1_x,lm_1_y,lm_1_z,lm_1_visibility,lm_1_presence,lm_2_x,lm_2_y,lm_2_z,lm_2_visibility,lm_2_presence,lm_3_x,lm_3_y,lm_3_z,lm_3_visibility,lm_3_presence,lm_4_x,lm_4_y,lm_4_z,lm_4_visibility,lm_4_presence,lm_5_x,lm_5_y,lm_5_z,lm_5_visibility,lm_5_presence,lm_6_x,lm_6_y,lm_6_z,lm_6_visibility,lm_6_presence,lm_7_x,lm_7_y,lm_7_z,lm_7_visibility,lm_7_presence,lm_8_x,lm_8_y,lm_8_z,lm_8_visibility,lm_8_presence,lm_9_x,lm_9_y,lm_9_z,lm_9_visibility,lm_9_presence,lm_10_x,lm_10_y,lm_10_z,lm_10_visibility,lm_10_presence,lm_11_x,lm_11_y,lm_11_z,lm_11_visibility,lm_11_presence,lm_12_x,lm_12_y,lm_12_z,lm_12_visibility,lm_12_presence,lm_13_x,lm_13_y,lm_13_z,lm_13_visibility,lm_13_presence,lm_14_x,lm_14_y,lm_14_z,lm_14_visibility,lm_14_presence,lm_15_x,lm_15_y,lm_15_z,lm_15_visibility,lm_15_presence,lm_16_x,lm_16_y,lm_16_z,lm_16_visibility,lm_16_presence,lm_17_x,lm_17_y,lm_17_z,lm_17_visibility,lm_17_presence,lm_18_x,lm_18_y,lm_18_z,lm_18_visibility,lm_18_presence,lm_19_x,lm_19_y,lm_19_z,lm_19_visibility,lm_19_presence,lm_20_x,lm_20_y,lm_20_z,lm_20_visibility,lm_20_presence,lm_21_x,lm_21_y,lm_21_z,lm_21_visibility,lm_21_presence,lm_22_x,lm_22_y,lm_22_z,lm_22_visibility,lm_22_presence,lm_23_x,lm_23_y,lm_23_z,lm_23_visibility,lm_23_presence,lm_24_x,lm_24_y,lm_24_z,lm_24_visibility,lm_24_presence,lm_25_x,lm_25_y,lm_25_z,lm_25_visibility,lm_25_presence,lm_26_x,lm_26_y,lm_26_z,lm_26_visibility,lm_26_presence,lm_27_x,lm_27_y,lm_27_z,lm_27_visibility,lm_27_presence,lm_28_x,lm_28_y,lm_28_z,lm_28_visibility,lm_28_presence,lm_29_x,lm_29_y,lm_29_z,lm_29_visibility,lm_29_presence,lm_30_x,lm_30_y,lm_30_z,lm_30_visibility,lm_30_presence,lm_31_x,lm_31_y,lm_31_z,lm_31_visibility,lm_31_presence,lm_32_x,lm_32_y,lm_32_z,lm_32_visibility,lm_32_presence
0,0,True,0.32442426681518555,0.3646422326564789,0.38777443766593933,0.9985785484313965,0.9999544620513916,0.3188697397708893,0.36071130633354187,0.3903481364250183,0.9988443851470947,0.9999281167984009,0.3183131515979767,0.3594624996185303,0.3902895748615265,0.9987493753433228,0.9999232292175293,0.31795623898506165,0.35818371176719666,0.3903608024120331,0.9988238215446472,0.9999179840087891,0.32115617394447327,0.3634493947029114,0.4008060395717621,0.9987090826034546,0.9999266862869263,0.3223019540309906,0.3642394244670868,0.40068256855010986,0.998640239238739,0.9999257326126099,0.3231489956378937,0.36499300599098206,0.40083014965057373,0.9986464381217957,0.9999170303344727,0.32347461581230164,0.35630545020103455,0.36691585183143616,0.9984816908836365,0.9999121427536011,0.3285168707370758,0.36566781997680664,0.4131832420825958,0.9987731575965881,0.9999188184738159,0.3294680416584015,0.3640036880970001,0.37706223130226135,0.9987077713012695,0.9999531507492065,0.3319801390171051,0.36709606647491455,0.3906489610671997,0.9985431432723999,0.9999516010284424,0.3565517067909241,0.3603464365005493,0.26310867071151733,0.9999427795410156,0.9999555349349976,0.3546124994754791,0.3784254193305969,0.3583785891532898,0.9997724890708923,0.9999299049377441,0.36932486295700073,0.36967021226882935,0.22544506192207336,0.47464463114738464,0.9991724491119385,0.33923786878585815,0.38884228467941284,0.28760862350463867,0.2299349457025528,0.9987527132034302,0.32838496565818787,0.3705408573150635,0.2710703909397125,0.4648577868938446,0.9989629983901978,0.338273823261261,0.37972313165664673,0.2507067024707794,0.25076326727867126,0.9983903169631958,0.31661084294319153,0.37076711654663086,0.265481561422348,0.44815537333488464,0.9983304142951965,0.33884304761886597,0.37960320711135864,0.24123172461986542,0.2521010935306549,0.9974370002746582,0.3141338527202606,0.369745135307312,0.2778279185295105,0.4389609694480896,0.9984970092773438,0.3364502489566803,0.3777616620063782,0.2493121474981308,0.23443768918514252,0.9979754090309143,0.3188263177871704,0.3697572648525238,0.27862924337387085,0.39683738350868225,0.9988570213317871,0.33579888939857483,0.37703442573547363,0.25157803297042847,0.21072359383106232,0.9984101057052612,0.3692878782749176,0.4353618025779724,-0.053663186728954315,0.9996845722198486,0.9998148083686829,0.3633168041706085,0.4448308050632477,0.05346747487783432,0.9997466206550598,0.9998478889465332,0.29487165808677673,0.4310084283351898,-0.08721901476383209,0.8617581725120544,0.9984235763549805,0.29459452629089355,0.43113774061203003,0.05850306525826454,0.6046044826507568,0.9983805418014526,0.2901040017604828,0.4084476828575134,-0.0982852429151535,0.41555190086364746,0.996355414390564,0.2786042392253876,0.4190363883972168,-0.039860472083091736,0.47859880328178406,0.9969731569290161,0.29393234848976135,0.40788164734840393,-0.09871722012758255,0.6662153601646423,0.9952202439308167,0.2786516845226288,0.4194057583808899,-0.05622319504618645,0.7173427939414978,0.9968041181564331,0.2748199701309204,0.3999474048614502,-0.09192729741334915,0.4301289916038513,0.9931055903434753,0.27197521924972534,0.4141389727592468,-0.07337240874767303,0.5102725028991699,0.9946282505989075
1,34,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,68,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,102,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,136,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,170,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,204,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,238,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,272,True,0.31486156582832336,0.5123472213745117,-0.9294556379318237,0.9986980557441711,0.9997395873069763,0.2965095043182373,0.5214609503746033,-0.944006085395813,0.9989347457885742,0.9996402263641357,0.2874751091003418,0.5211990475654602,-0.9442833662033081,0.99884432554245,0.9996100068092346,0.27840161323547363,0.5209016799926758,-0.9444378614425659,0.9989157915115356,0.9995049238204956,0.31942179799079895,0.523419201374054,-0.9410024285316467,0.9988154172897339,0.9996577501296997,0.32703447341918945,0.5245808362960815,-0.9413938522338867,0.9987452030181885,0.9996322393417358,0.3348938524723053,0.5258089303970337,-0.9413725137710571,0.998754620552063,0.9995610117912292,0.2584465742111206,0.5230914354324341,-0.8421902060508728,0.9986169338226318,0.9997032284736633,0.3380698263645172,0.5310714244842529,-0.8277380466461182,0.9988831877708435,0.9997484087944031,0.29862889647483826,0.5070409178733826,-0.8730278611183167,0.9988170862197876,0.9997456669807434,0.32684823870658875,0.5096075534820557,-0.8701203465461731,0.9986700415611267,0.9997658133506775,0.21775545179843903,0.5050585865974426,-0.6277771592140198,0.9999336004257202,0.9997878670692444,0.38148701190948486,0.5261080861091614,-0.6246718764305115,0.9997806549072266,0.9997077584266663,0.21119683980941772,0.49107304215431213,-0.3237530589103699,0.4880225956439972,0.9926357865333557,0.4499770402908325,0.5223634839057922,-0.4476262032985687,0.3029335141181946,0.9970002770423889,0.25037896633148193,0.47646158933639526,-0.03627100959420204,0.45317542552948,0.9919598698616028,0.40636324882507324,0.5001031160354614,-0.364532470703125,0.29568296670913696,0.9957493543624878,0.2569121718406677,0.4688636362552643,-0.02006055973470211,0.4332527816295624,0.9918551445007324,0.4034235179424286,0.4915776252746582,-0.3713360130786896,0.2939552366733551,0.9946227073669434,0.2552220821380615,0.47251057624816895,-0.04150264337658882,0.4222378134727478,0.9918459057807922,0.3837006986141205,0.49533024430274963,-0.3900050222873688,0.27569159865379333,0.9948716163635254,0.25739726424217224,0.4762660562992096,-0.03408621996641159,0.38341858983039856,0.9922381043434143,0.3822021782398224,0.49847060441970825,-0.3671411871910095,0.24988597631454468,0.9949775338172913,0.2914332449436188,0.44827085733413696,-0.004364708438515663,0.9997058510780334,0.9999353885650635,0.38301950693130493,0.4607391357421875,0.004461478907614946,0.9997614622116089,0.9999037981033325,0.29220861196517944,0.35457485914230347,0.12028850615024567,0.8704568147659302,0.9996598958969116,0.420693963766098,0.37446966767311096,0.14329281449317932,0.638515830039978,0.9995692372322083,0.3223434388637543,0.292510449886322,0.5350143313407898,0.4695623517036438,0.9984959363937378,0.4142693877220154,0.3072776198387146,0.6056435704231262,0.524018406867981,0.9991355538368225,0.32988446950912476,0.28581923246383667,0.5755252838134766,0.6930654048919678,0.9977977275848389,0.39826881885528564,0.3052266836166382,0.6535274386405945,0.7331242561340332,0.998555600643158,0.3232074975967407,0.25443875789642334,0.46844008564949036,0.4750458300113678,0.9880898594856262,0.41702282428741455,0.2736879587173462,0.5761629343032837,0.5444886684417725,0.9913082718849182
9,306,True,0.2923736870288849,0.6257092356681824,-0.3260757327079773,0.9968735575675964,0.9765822291374207,0.2821139395236969,0.6341301202774048,-0.3540206551551819,0.9965775012969971,0.9592379927635193,0.2782810926437378,0.6337408423423767,-0.35440850257873535,0.9966527819633484,0.9639004468917847,0.2738461494445801,0.6333893537521362,-0.35473743081092834,0.9970073699951172,0.9649717807769775,0.2880362272262573,0.6347386240959167,-0.3285259008407593,0.9956761002540588,0.9511975049972534,0.28921839594841003,0.6348862051963806,-0.3287380039691925,0.9952273368835449,0.9504827260971069,0.29060864448547363,0.635089099407196,-0.32879722118377686,0.9957656264305115,0.9477858543395996,0.2583122253417969,0.6281484365463257,-0.386892706155777,0.9971828460693359,0.9804425835609436,0.28289178013801575,0.6306527853012085,-0.27051761746406555,0.9967995882034302,0.9712262153625488,0.28545090556144714,0.6159228086471558,-0.32680726051330566,0.997347354888916,0.9896435737609863,0.29472193121910095,0.6169081926345825,-0.29369300603866577,0.9972754120826721,0.9877126812934875,0.2453407496213913,0.5786627531051636,-0.3982480466365814,0.9996703267097473,0.991854190826416,0.28468018770217896,0.5891538858413696,-0.16404515504837036,0.9994695782661438,0.9945104122161865,0.2734370231628418,0.5459772348403931,-0.4993799328804016,0.5105581283569336,0.9814728498458862,0.306102454662323,0.5549057722091675,-0.10591758042573929,0.28391313552856445,0.9909796714782715,0.3041623830795288,0.5806456804275513,-0.5537579655647278,0.45741599798202515,0.9875017404556274,0.32829749584198,0.5637431740760803,-0.13846474885940552,0.280639111995697,0.9862163066864014,0.3146447539329529,0.5890453457832336,-0.6156735420227051,0.4343520998954773,0.9885222911834717,0.3324613571166992,0.5655606389045715,-0.15677858889102936,0.2824098467826843,0.9845187664031982,0.30590924620628357,0.5965408086776733,-0.5987318754196167,0.4243437349796295,0.9884359836578369,0.33408766984939575,0.570730984210968,-0.1837117075920105,0.2661488950252533,0.9844759106636047,0.30239227414131165,0.5921056866645813,-0.5516738295555115,0.38415274024009705,0.9894617199897766,0.33330991864204407,0.5686877965927124,-0.1524752527475357,0.24250152707099915,0.9855251908302307,0.3181353807449341,0.45155054330825806,-0.07340820878744125,0.999596118927002,0.9994670748710632,0.3485817611217499,0.4607512056827545,0.07347146421670914,0.9996291995048523,0.9994913339614868,0.3943774700164795,0.36933308839797974,0.08161531388759613,0.8710945248603821,0.9972678422927856,0.3553636074066162,0.3738285005092621,0.2720883786678314,0.6475706696510315,0.9975588321685791,0.39296433329582214,0.2937456965446472,0.3556506633758545,0.5086523294448853,0.9919940233230591,0.33004412055015564,0.2951188385486603,0.562000572681427,0.5547759532928467,0.9942331910133362,0.3640107810497284,0.28585708141326904,0.37992364168167114,0.69943767786026,0.9867376685142517,0.33412468433380127,0.283115416765213,0.5869758725166321,0.7404752373695374,0.9908550977706909,0.4052865207195282,0.2765328586101532,0.29445070028305054,0.5063516497612,0.9678444862365723,0.345892071723938,0.2739362120628357,0.5166858434677124,0.5689418911933899,0.9800589680671692
