frame,timestamp_ms,pose_detected,lm_0_x,lm_0_y,lm_0_z,lm_0_visibility,lm_0_presence,lm_1_x,lm_1_y,lm_1_z,lm_1_visibility,lm_1_presence,lm_2_x,lm_2_y,lm_2_z,lm_2_visibility,lm_2_presence,lm_3_x,lm_3_y,lm_3_z,lm_3_visibility,lm_3_presence,lm_4_x,lm_4_y,lm_4_z,lm_4_visibility,lm_4_presence,lm_5_x,lm_5_y,lm_5_z,lm_5_visibility,lm_5_presence,lm_6_x,lm_6_y,lm_6_z,lm_6_visibility,lm_6_presence,lm_7_x,lm_7_y,lm_7_z,lm_7_visibility,lm_7_presence,lm_8_x,lm_8_y,lm_8_z,lm_8_visibility,lm_8_presence,lm_9_x,lm_9_y,lm_9_z,lm_9_visibility,lm_9_presence,lm_10_x,lm_10_y,lm_10_z,lm_10_visibility,lm_10_presence,lm_11_x,lm_11_y,lm_11_z,lm_11_visibility,lm_11_presence,lm_12_x,lm_12_y,lm_12_z,lm_12_visibility,lm_12_presence,lm_13_x,lm_13_y,lm_13_z,lm_13_visibility,lm_13_presence,lm_14_x,lm_14_y,lm_14_z,lm_14_visibility,lm_14_presence,lm_15_x,lm_15_y,lm_15_z,lm_15_visibility,lm_15_presence,lm_16_x,lm_16_y,lm_16_z,lm_16_visibility,lm_16_presence,lm_17_x,lm_17_y,lm_17_z,lm_17_visibility,lm_17_presence,lm_18_x,lm_18_y,lm_18_z,lm_18_visibility,lm_18_presence,lm_19_x,lm_19_y,lm_19_z,lm_19_visibility,lm_19_presence,lm_20_x,lm_20_y,lm_20_z,lm_20_visibility,lm_20_presence,lm_21_x,lm_21_y,lm_21_z,lm_21_visibility,lm_21_presence,lm_22_x,lm_22_y,lm_22_z,lm_22_visibility,lm_22_presence,lm_23_x,lm_23_y,lm_23_z,lm_23_visibility,lm_23_presence,lm_24_x,lm_24_y,lm_24_z,lm_24_visibility,lm_24_presence,lm_25_x,lm_25_y,lm_25_z,lm_25_visibility,lm_25_presence,lm_26_x,lm_26_y,lm_26_z,lm_26_visibility,lm_26_presence,lm_27_x,lm_27_y,lm_27_z,lm_27_visibility,lm_27_presence,lm_28_x,lm_28_y,lm_28_z,lm_28_visibility,lm_28_presence,lm_29_x,lm_29_y,lm_29_z,lm_29_visibility,lm_29_presence,lm_30_x,lm_30_y,lm_30_z,lm_30_visibility,lm_30_presence,lm_31_x,lm_31_y,lm_31_z,lm_31_visibility,lm_31_presence,lm_32_x,lm_32_y,lm_32_z,lm_32_visibility,lm_32_presence
0,0,True,0.4612940549850464,0.28811705112457275,-0.25277531147003174,0.8865367770195007,0.9713393449783325,0.4723241925239563,0.29219770431518555,-0.265145480632782,0.871547281742096,0.9575590491294861,0.4724925458431244,0.2937837243080139,-0.2651832103729248,0.8715779185295105,0.9601998925209045,0.47269362211227417,0.2954404652118683,-0.26526710391044617,0.8898757100105286,0.9614690542221069,0.4727427065372467,0.2888387441635132,-0.2655547857284546,0.8442410826683044,0.9459120035171509,0.4733521640300751,0.2879401743412018,-0.26567134261131287,0.8283258080482483,0.942850649356842,0.47412240505218506,0.2868965268135071,-0.2656526267528534,0.8486959338188171,0.9390307664871216,0.47535768151283264,0.30069446563720703,-0.2459132969379425,0.8912692070007324,0.9739417433738708,0.47752711176872253,0.2889326214790344,-0.24397577345371246,0.8485164046287537,0.9439622163772583,0.45663535594940186,0.2915710508823395,-0.2359071671962738,0.9124314188957214,0.9912976026535034,0.457333505153656,0.28730079531669617,-0.2358250766992569,0.9370589852333069,0.988222062587738,0.44412922859191895,0.3060917556285858,-0.1632859855890274,0.9986864924430847,0.9991758465766907,0.47545766830444336,0.28813686966896057,-0.20283207297325134,0.9990932941436768,0.9965468049049377,0.42316579818725586,0.2815530598163605,-0.15316461026668549,0.5846610069274902,0.998134434223175,0.45140284299850464,0.2648068368434906,-0.13560301065444946,0.7130316495895386,0.9948763251304626,0.4332961142063141,0.23411181569099426,-0.2042752355337143,0.5753520131111145,0.9941529631614685,0.45892155170440674,0.22348225116729736,-0.10751794278621674,0.5584256649017334,0.9618064761161804,0.42948997020721436,0.21967796981334686,-0.23868878185749054,0.5497117638587952,0.9904975295066833,0.4650546908378601,0.21193984150886536,-0.12133144587278366,0.5395686030387878,0.935252845287323,0.4413038492202759,0.21750876307487488,-0.23782072961330414,0.5462435483932495,0.9905616641044617,0.4647179841995239,0.2102496325969696,-0.15769504010677338,0.5563080310821533,0.9400094747543335,0.44191744923591614,0.22266638278961182,-0.20519714057445526,0.5129513740539551,0.992408037185669,0.46045249700546265,0.2145896852016449,-0.12176279723644257,0.5426046252250671,0.9513862729072571,0.31893250346183777,0.2743021845817566,0.06691291928291321,0.9984082579612732,0.9961310625076294,0.3193948566913605,0.2621358633041382,-0.06706078350543976,0.9980589747428894,0.9949085116386414,0.2444526106119156,0.31429290771484375,0.07875655591487885,0.2551112174987793,0.993496298789978,0.22122228145599365,0.32155388593673706,-0.06294244527816772,0.6231158971786499,0.9912588000297546,0.1133023053407669,0.28206929564476013,0.1338047981262207,0.5421237945556641,0.9910751581192017,0.1026623547077179,0.2872946560382843,0.0211395975202322,0.6086754202842712,0.9824736714363098,0.09860087186098099,0.26525354385375977,0.1361682116985321,0.5838780999183655,0.9913910627365112,0.0906415805220604,0.27124589681625366,0.032030533999204636,0.5926395654678345,0.9832971096038818,0.07174216210842133,0.27988579869270325,0.09434559941291809,0.5701305270195007,0.9793830513954163,0.04345415532588959,0.2970355153083801,0.006425139028578997,0.6103543639183044,0.9734160900115967
1,34,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,68,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,102,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,136,True,0.13858094811439514,0.3694155216217041,-0.2012338638305664,0.8951395750045776,0.9815442562103271,0.1402999460697174,0.37985295057296753,-0.20436134934425354,0.8817854523658752,0.9815556406974792,0.14139994978904724,0.3811076283454895,-0.20461398363113403,0.8809068202972412,0.9826630353927612,0.14239417016506195,0.3823653757572174,-0.20485509932041168,0.898524820804596,0.9832395911216736,0.12863516807556152,0.37832802534103394,-0.23594611883163452,0.8572039008140564,0.980004608631134,0.1291855424642563,0.37963271141052246,-0.23621465265750885,0.8419342637062073,0.9802182912826538,0.13664492964744568,0.38340258598327637,-0.23635604977607727,0.8611600995063782,0.9800233840942383,0.15229040384292603,0.3911079168319702,-0.17219258844852448,0.8979132175445557,0.9883385896682739,0.15069769322872162,0.3908539414405823,-0.3169631063938141,0.859872579574585,0.9859678149223328,0.15452711284160614,0.37245675921440125,-0.17880383133888245,0.918012261390686,0.9817843437194824,0.15323801338672638,0.3736845552921295,-0.22102442383766174,0.9397094249725342,0.9819104075431824,0.211531400680542,0.38830792903900146,-0.09768406301736832,0.9983229041099548,0.9938872456550598,0.21783706545829773,0.3840385377407074,-0.3460466265678406,0.9986413717269897,0.9938380122184753,0.21893419325351715,0.39423537254333496,0.017374934628605843,0.5350199937820435,0.9788740277290344,0.19557081162929535,0.39274537563323975,-0.35505616664886475,0.7262382507324219,0.9785732626914978,0.1856556087732315,0.3977694511413574,0.033517904579639435,0.5265198945999146,0.9526392817497253,0.13830135762691498,0.4134674668312073,-0.26979491114616394,0.5680820345878601,0.9659297466278076,0.1787019670009613,0.4000393748283386,0.01823577471077442,0.5042015910148621,0.9481970071792603,0.12385484576225281,0.4164486825466156,-0.3072071373462677,0.5441040396690369,0.9616729617118835,0.17594566941261292,0.3967936038970947,-0.006811599712818861,0.5014345049858093,0.9471587538719177,0.12231592833995819,0.4192286431789398,-0.30186155438423157,0.5589865446090698,0.963090181350708,0.17898312211036682,0.3963761031627655,0.01999986730515957,0.4724392890930176,0.9496400952339172,0.12824589014053345,0.4192225933074951,-0.26655563712120056,0.5420199632644653,0.9650487303733826,0.3408055901527405,0.2876605987548828,0.06757445633411407,0.9981828331947327,0.9974696636199951,0.34846505522727966,0.2860860526561737,-0.06760545819997787,0.9979313611984253,0.9976468682289124,0.41569390892982483,0.2633195221424103,0.30558204650878906,0.26760849356651306,0.9876305460929871,0.4179273843765259,0.25428926944732666,0.17328470945358276,0.633848249912262,0.98273104429245,0.4856289029121399,0.22727558016777039,0.606438159942627,0.5185009837150574,0.9804288148880005,0.48881614208221436,0.22288508713245392,0.46977370977401733,0.6061210632324219,0.9727566838264465,0.49782460927963257,0.22250910103321075,0.636968195438385,0.5591592192649841,0.9777586460113525,0.501041054725647,0.2187102735042572,0.49881717562675476,0.5848020911216736,0.9750601053237915,0.5044767260551453,0.21447810530662537,0.596402108669281,0.552060604095459,0.9804586172103882,0.501162052154541,0.20832118391990662,0.4452231526374817,0.6078760027885437,0.9752470254898071
5,170,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,204,True,0.3350757956504822,0.39486002922058105,0.10790859162807465,0.9018092155456543,0.9645216464996338,0.33806437253952026,0.38881567120552063,0.09604674577713013,0.8889997601509094,0.9567419290542603,0.33807843923568726,0.38830068707466125,0.09595637023448944,0.8876963257789612,0.9579936265945435,0.3359793424606323,0.38781100511550903,0.09583261609077454,0.9049800038337708,0.9606854319572449,0.3408961892127991,0.39165568351745605,0.09253755956888199,0.8679854869842529,0.9508829712867737,0.3410274386405945,0.3915193974971771,0.09242744743824005,0.8538991212844849,0.9483927488327026,0.34123003482818604,0.39138978719711304,0.09239266812801361,0.8712396025657654,0.9457350969314575,0.33319294452667236,0.38471028208732605,0.05953964591026306,0.90269935131073,0.9685587882995605,0.33702534437179565,0.39036381244659424,0.04258608818054199,0.8693870902061462,0.953161895275116,0.3264627456665039,0.3916184902191162,0.09978997707366943,0.9222055673599243,0.9733557105064392,0.32985880970954895,0.3947216272354126,0.0950455367565155,0.9414739012718201,0.970524251461029,0.29150280356407166,0.3854519724845886,0.02289906144142151,0.9982692003250122,0.9971754550933838,0.3028673231601715,0.40757185220718384,0.02565506473183632,0.9982868432998657,0.9942130446434021,0.25265419483184814,0.40263786911964417,-0.016311176121234894,0.49112436175346375,0.9911732077598572,0.2718668580055237,0.4203898310661316,0.0020034238696098328,0.679192304611206,0.9908706545829773,0.241531640291214,0.41798481345176697,-0.054825495928525925,0.4829213321208954,0.9893190264701843,0.2565003037452698,0.4214300513267517,-0.003934531006962061,0.5283084511756897,0.9830909371376038,0.2388659417629242,0.4231322407722473,-0.06590771675109863,0.464415043592453,0.9889361262321472,0.25100868940353394,0.42374807596206665,-0.011322676204144955,0.5078478455543518,0.9809860587120056,0.23789113759994507,0.4241539537906647,-0.06794006377458572,0.46187517046928406,0.9893327951431274,0.25120845437049866,0.4223634600639343,-0.012622798793017864,0.5208938717842102,0.98249751329422,0.2380599081516266,0.42284053564071655,-0.05648509040474892,0.43581968545913696,0.9897816181182861,0.2524232566356659,0.42073386907577515,-0.005279314238578081,0.5048987865447998,0.9826449751853943,0.19758129119873047,0.4400704503059387,-0.008321033790707588,0.998284101486206,0.999473512172699,0.1997537463903427,0.45050662755966187,0.008209636434912682,0.9980105757713318,0.9993477463722229,0.13679075241088867,0.42638856172561646,-0.0010987042915076017,0.2944573760032654,0.9913322329521179,0.1349571943283081,0.43880629539489746,0.0017300773179158568,0.5977427959442139,0.9819685816764832,0.09346957504749298,0.40385228395462036,0.030862433835864067,0.5111775994300842,0.9795137643814087,0.10497160255908966,0.4042825698852539,0.054959557950496674,0.5838338136672974,0.972977340221405,0.08896596729755402,0.4014943242073059,0.034570176154375076,0.541384756565094,0.9723708033561707,0.10410024970769882,0.400701105594635,0.05932001397013664,0.5666032433509827,0.9739012718200684,0.08032099902629852,0.3921288549900055,0.0070237694308161736,0.5420073866844177,0.9690154790878296,0.09301301836967468,0.38860368728637695,0.03180067613720894,0.5845000147819519,0.9730835556983948
7,238,True,0.3290787637233734,0.3948417603969574,0.02784598059952259,0.9052127599716187,0.9470279812812805,0.3344270586967468,0.38989847898483276,0.014573865570127964,0.8932321071624756,0.9497370719909668,0.33450016379356384,0.3894929885864258,0.014492835849523544,0.8918600678443909,0.9525025486946106,0.3340100944042206,0.389110267162323,0.014370528981089592,0.9092503190040588,0.9564624428749084,0.33553722500801086,0.39185255765914917,0.022955849766731262,0.8749142289161682,0.9437062740325928,0.33934757113456726,0.39165443181991577,0.022846627980470657,0.8620409965515137,0.9429589509963989,0.33615800738334656,0.3921211361885071,0.022799605503678322,0.8777915835380554,0.9423242211341858,0.33258748054504395,0.38801342248916626,-0.02032708190381527,0.9045681953430176,0.9673483371734619,0.33503827452659607,0.39372459053993225,0.01609768718481064,0.8744224309921265,0.9541155695915222,0.3249889016151428,0.3921150267124176,0.0188590195029974,0.9245556592941284,0.974516749382019,0.3227405846118927,0.394736111164093,0.02978069707751274,0.9392251372337341,0.9664722681045532,0.2994391918182373,0.40560513734817505,-0.057600364089012146,0.9982495903968811,0.9969161748886108,0.3027607798576355,0.41258853673934937,0.031572990119457245,0.9977067708969116,0.9933110475540161,0.2584215998649597,0.4367193281650543,-0.09109000116586685,0.48118650913238525,0.9820818305015564,0.2707045078277588,0.43691784143447876,0.03854135051369667,0.6206602454185486,0.9836738109588623,0.23858357965946198,0.44716936349868774,-0.09329856187105179,0.45993494987487793,0.9738261699676514,0.2503264248371124,0.44017377495765686,0.03101189434528351,0.48238807916641235,0.9650166630744934,0.23287397623062134,0.45106297731399536,-0.10699882358312607,0.4422343969345093,0.9753370881080627,0.243906632065773,0.44233566522598267,0.02930227294564247,0.46493202447891235,0.9668111801147461,0.23287779092788696,0.44964075088500977,-0.10466964542865753,0.43988609313964844,0.9751591682434082,0.24266409873962402,0.4398218095302582,0.01930633746087551,0.47659802436828613,0.9665008783340454,0.23459012806415558,0.4486571252346039,-0.0921923816204071,0.41509106755256653,0.9750320315361023,0.24500110745429993,0.4387975335121155,0.025837596505880356,0.4622877240180969,0.9651093482971191,0.20556049048900604,0.45912232995033264,-0.0334186889231205,0.9982895851135254,0.9988960027694702,0.20546837151050568,0.4605463445186615,0.0333174429833889,0.9979195594787598,0.998874843120575,0.1268608719110489,0.4419693946838379,-0.0009611549321562052,0.32518476247787476,0.9900953769683838,0.13370496034622192,0.448620080947876,0.07519440352916718,0.5629960298538208,0.9828872084617615,0.08867484331130981,0.44323915243148804,0.05727049335837364,0.512550413608551,0.9794898629188538,0.10148797929286957,0.43884292244911194,0.13732358813285828,0.5598968267440796,0.9793110489845276,0.087157242000103,0.44575104117393494,0.06270062178373337,0.5373228192329407,0.9738100171089172,0.10135670751333237,0.43967682123184204,0.14125476777553558,0.5516951680183411,0.9797866344451904,0.06637568026781082,0.4345918595790863,0.03716056048870087,0.5417580008506775,0.9688229560852051,0.08055176585912704,0.42797237634658813,0.11966163665056229,0.5638510584831238,0.9753223657608032
8,272,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,306,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
