frame,timestamp_ms,pose_detected,lm_0_x,lm_0_y,lm_0_z,lm_0_visibility,lm_0_presence,lm_1_x,lm_1_y,lm_1_z,lm_1_visibility,lm_1_presence,lm_2_x,lm_2_y,lm_2_z,lm_2_visibility,lm_2_presence,lm_3_x,lm_3_y,lm_3_z,lm_3_visibility,lm_3_presence,lm_4_x,lm_4_y,lm_4_z,lm_4_visibility,lm_4_presence,lm_5_x,lm_5_y,lm_5_z,lm_5_visibility,lm_5_presence,lm_6_x,lm_6_y,lm_6_z,lm_6_visibility,lm_6_presence,lm_7_x,lm_7_y,lm_7_z,lm_7_visibility,lm_7_presence,lm_8_x,lm_8_y,lm_8_z,lm_8_visibility,lm_8_presence,lm_9_x,lm_9_y,lm_9_z,lm_9_visibility,lm_9_presence,lm_10_x,lm_10_y,lm_10_z,lm_10_visibility,lm_10_presence,lm_11_x,lm_11_y,lm_11_z,lm_11_visibility,lm_11_presence,lm_12_x,lm_12_y,lm_12_z,lm_12_visibility,lm_12_presence,lm_13_x,lm_13_y,lm_13_z,lm_13_visibility,lm_13_presence,lm_14_x,lm_14_y,lm_14_z,lm_14_visibility,lm_14_presence,lm_15_x,lm_15_y,lm_15_z,lm_15_visibility,lm_15_presence,lm_16_x,lm_16_y,lm_16_z,lm_16_visibility,lm_16_presence,lm_17_x,lm_17_y,lm_17_z,lm_17_visibility,lm_17_presence,lm_18_x,lm_18_y,lm_18_z,lm_18_visibility,lm_18_presence,lm_19_x,lm_19_y,lm_19_z,lm_19_visibility,lm_19_presence,lm_20_x,lm_20_y,lm_20_z,lm_20_visibility,lm_20_presence,lm_21_x,lm_21_y,lm_21_z,lm_21_visibility,lm_21_presence,lm_22_x,lm_22_y,lm_22_z,lm_22_visibility,lm_22_presence,lm_23_x,lm_23_y,lm_23_z,lm_23_visibility,lm_23_presence,lm_24_x,lm_24_y,lm_24_z,lm_24_visibility,lm_24_presence,lm_25_x,lm_25_y,lm_25_z,lm_25_visibility,lm_25_presence,lm_26_x,lm_26_y,lm_26_z,lm_26_visibility,lm_26_presence,lm_27_x,lm_27_y,lm_27_z,lm_27_visibility,lm_27_presence,lm_28_x,lm_28_y,lm_28_z,lm_28_visibility,lm_28_presence,lm_29_x,lm_29_y,lm_29_z,lm_29_visibility,lm_29_presence,lm_30_x,lm_30_y,lm_30_z,lm_30_visibility,lm_30_presence,lm_31_x,lm_31_y,lm_31_z,lm_31_visibility,lm_31_presence,lm_32_x,lm_32_y,lm_32_z,lm_32_visibility,lm_32_presence
0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,34,True,0.7337865829467773,0.4669131338596344,0.14976072311401367,0.6264668703079224,0.3032589852809906,0.7462528944015503,0.462858110666275,0.13535182178020477,0.7036267518997192,0.26661959290504456,0.7477178573608398,0.4612845778465271,0.1352119743824005,0.7179232239723206,0.2971590757369995,0.7492532730102539,0.4597000479698181,0.134989932179451,0.7505783438682556,0.3234145939350128,0.7426358461380005,0.4669610559940338,0.1228649765253067,0.6670852899551392,0.21336892247200012,0.7416006922721863,0.46826091408729553,0.12289746850728989,0.6830620169639587,0.23070532083511353,0.7406043410301208,0.46943312883377075,0.12292216718196869,0.6275190114974976,0.21922560036182404,0.7486158609390259,0.45666056871414185,0.08274990320205688,0.8290526866912842,0.4648934602737427,0.7368041276931763,0.4710999131202698,0.02547414042055607,0.6927041411399841,0.2641160786151886,0.7284662127494812,0.46608275175094604,0.13910402357578278,0.6536676287651062,0.6673452854156494,0.724303662776947,0.4704357981681824,0.12271346896886826,0.5719865560531616,0.5552539825439453,0.707712709903717,0.44427570700645447,0.09147215634584427,0.9797358512878418,0.9596234560012817,0.6937735080718994,0.49004489183425903,-0.05913160741329193,0.9922477006912231,0.9003933072090149,0.6293145418167114,0.4457550048828125,0.02216847613453865,0.04663975536823273,0.6289052963256836,0.6552348136901855,0.4955798089504242,-0.0625733882188797,0.3931558430194855,0.6859631538391113,0.5616458654403687,0.46168819069862366,-0.05296208709478378,0.05307762697339058,0.40306535363197327,0.6232042908668518,0.4934272766113281,0.004075527656823397,0.23846903443336487,0.3613089919090271,0.545526385307312,0.4652946889400482,-0.06269975751638412,0.06093601509928703,0.4103281795978546,0.6136338710784912,0.4939803183078766,-0.00888550840318203,0.24210843443870544,0.35930028557777405,0.5452421307563782,0.4662249684333801,-0.0756215900182724,0.06271065771579742,0.4162728786468506,0.6151067018508911,0.4922252595424652,-0.00771700544282794,0.24853603541851044,0.3782232403755188,0.5490742921829224,0.46570777893066406,-0.059971995651721954,0.06415323913097382,0.38184690475463867,0.6173223257064819,0.49015727639198303,0.006190730258822441,0.23908981680870056,0.3714807331562042,0.5435452461242676,0.43414077162742615,0.05518290773034096,0.9585298895835876,0.7100103497505188,0.5308976769447327,0.4675365090370178,-0.05569509044289589,0.9620983004570007,0.6384615898132324,0.505926251411438,0.42177000641822815,0.08595775812864304,0.6731671690940857,0.3584224581718445,0.5479201674461365,0.5241624712944031,0.014540600590407848,0.6671282052993774,0.1367020308971405,0.47011348605155945,0.39952799677848816,0.12572944164276123,0.7593804597854614,0.18703371286392212,0.480490505695343,0.5132812857627869,0.10764505714178085,0.27425649762153625,0.08244261890649796,0.46597638726234436,0.39682915806770325,0.13581031560897827,0.8135364055633545,0.16815194487571716,0.4648798108100891,0.5076418519020081,0.11886598914861679,0.30358096957206726,0.09678589552640915,0.46127572655677795,0.3928585350513458,0.12475565075874329,0.5217024683952332,0.21653443574905396,0.4810173511505127,0.5266627669334412,0.12452612817287445,0.1656993180513382,0.11640308797359467
2,68,True,0.7337865233421326,0.47148212790489197,0.002732690656557679,0.6612368226051331,0.93198561668396,0.7447084188461304,0.46679407358169556,0.008799324743449688,0.7298838496208191,0.9135242104530334,0.7458696961402893,0.46572738885879517,0.0088004469871521,0.7422943115234375,0.9154186248779297,0.7470637559890747,0.46468767523765564,0.008609728887677193,0.7717482447624207,0.9160924553871155,0.7411755919456482,0.46880215406417847,-0.017572831362485886,0.6979393362998962,0.9141917824745178,0.7399041056632996,0.4693222939968109,-0.017545821145176888,0.7123202085494995,0.9144390821456909,0.7386558651924133,0.46985703706741333,-0.01748139038681984,0.6619971394538879,0.9114625453948975,0.7427857518196106,0.4595218300819397,0.04168068245053291,0.8436132073402405,0.9006036520004272,0.7309688329696655,0.46953877806663513,-0.07781016081571579,0.7198309898376465,0.8939400911331177,0.7282159328460693,0.47114676237106323,0.02166474610567093,0.6851351857185364,0.9306153655052185,0.7241541743278503,0.47293251752853394,-0.013490148819983006,0.6120647192001343,0.9223241209983826,0.700647234916687,0.4527188837528229,0.10018790513277054,0.979587197303772,0.9402932524681091,0.6866125464439392,0.4784155488014221,-0.1476365625858307,0.9923673272132874,0.9405969977378845,0.6283133029937744,0.4603695869445801,0.0932413712143898,0.049586277455091476,0.8612915277481079,0.6478273868560791,0.4825921058654785,-0.20307591557502747,0.4083215892314911,0.8963614106178284,0.5850179195404053,0.47196775674819946,0.039848826825618744,0.058820173144340515,0.8809299468994141,0.6297316551208496,0.4875216484069824,-0.18767718970775604,0.26173362135887146,0.900589644908905,0.5799266695976257,0.47439664602279663,0.051088597625494,0.06580469012260437,0.8852510452270508,0.6285285949707031,0.4876725673675537,-0.21586647629737854,0.2640416622161865,0.8828732967376709,0.5794012546539307,0.4739533066749573,0.024064520373940468,0.0674392580986023,0.8817828893661499,0.631126344203949,0.4870293140411377,-0.20102626085281372,0.26886171102523804,0.9004546999931335,0.5807110071182251,0.4735705256462097,0.02950548566877842,0.07060161232948303,0.8824858069419861,0.6310774087905884,0.4867573380470276,-0.18206189572811127,0.2571543753147125,0.9028238654136658,0.546676516532898,0.4427439570426941,0.09420839697122574,0.9500157237052917,0.6124350428581238,0.5413835644721985,0.46421685814857483,-0.09447112679481506,0.9535549283027649,0.6325591802597046,0.5301846265792847,0.4734323024749756,0.06841868162155151,0.6784557700157166,0.672636091709137,0.5992772579193115,0.5302241444587708,-0.0648513212800026,0.683444082736969,0.8011457920074463,0.4958060085773468,0.4882623255252838,0.13434185087680817,0.7145794630050659,0.6156457662582397,0.6714158654212952,0.6135958433151245,-0.05249573290348053,0.31996792554855347,0.6196475625038147,0.4849487841129303,0.49028706550598145,0.14545810222625732,0.7783029079437256,0.5381150841712952,0.666596531867981,0.6251970529556274,-0.05087127164006233,0.3478175699710846,0.5149089694023132,0.5069956183433533,0.4982207417488098,0.13689438998699188,0.4985668659210205,0.6234406232833862,0.74266517162323,0.6410068869590759,-0.11656362563371658,0.21781866252422333,0.6293269991874695
3,102,True,0.7335643172264099,0.4732643961906433,-0.05710449814796448,0.6709550023078918,0.4995081424713135,0.7423244714736938,0.4674318730831146,-0.05805912986397743,0.7270130515098572,0.5010921359062195,0.7432599663734436,0.4661574959754944,-0.05809157341718674,0.736842930316925,0.499512255191803,0.7442055344581604,0.4649084508419037,-0.05824438855051994,0.7638360857963562,0.5045685768127441,0.7387386560440063,0.46981772780418396,-0.08321826905012131,0.7052011489868164,0.5212764143943787,0.7371559143066406,0.47032004594802856,-0.08320263773202896,0.7192627191543579,0.5347349047660828,0.7355864644050598,0.4707728326320648,-0.08317728340625763,0.6716785430908203,0.5375308394432068,0.7384341955184937,0.45938435196876526,-0.04567163810133934,0.8392218947410583,0.5117406845092773,0.7261717319488525,0.46949538588523865,-0.16225703060626984,0.7237241268157959,0.5410671830177307,0.7280312180519104,0.4726441502571106,-0.045097704976797104,0.6965758204460144,0.6219498515129089,0.7239881157875061,0.47503527998924255,-0.07893228530883789,0.6317436695098877,0.624745786190033,0.700297474861145,0.4516085088253021,0.026124194264411926,0.9778293371200562,0.7934538722038269,0.6812635660171509,0.48063522577285767,-0.22127217054367065,0.9919741749763489,0.8354332447052002,0.6283175349235535,0.4571268558502197,0.06783710420131683,0.05039801448583603,0.5167375802993774,0.6325051784515381,0.4860200881958008,-0.23263409733772278,0.40578165650367737,0.6861642003059387,0.5816978216171265,0.47074460983276367,0.04743754491209984,0.058821916580200195,0.5467042922973633,0.6158837080001831,0.49050530791282654,-0.1707736700773239,0.25917568802833557,0.5993927121162415,0.5735278129577637,0.4724033772945404,0.057679858058691025,0.06519518792629242,0.5848734974861145,0.6148071885108948,0.4901922643184662,-0.1896028071641922,0.2597159743309021,0.5703305006027222,0.5727300643920898,0.4725833535194397,0.02765078842639923,0.06669675558805466,0.5604197382926941,0.6176531314849854,0.48821839690208435,-0.18687930703163147,0.26385289430618286,0.601076066493988,0.5751689076423645,0.47286662459373474,0.036813464015722275,0.07016284763813019,0.5430031418800354,0.6178469657897949,0.4887576699256897,-0.16815930604934692,0.2519201934337616,0.6026899814605713,0.5513361692428589,0.44369783997535706,0.08503884822130203,0.9198794960975647,0.11129047721624374,0.5463591814041138,0.4643074572086334,-0.08527076989412308,0.9275633096694946,0.1250602751970291,0.5477538108825684,0.4776921272277832,0.07590712606906891,0.6431006789207458,0.14509570598602295,0.6135146617889404,0.5256760120391846,-0.03972015529870987,0.6403337717056274,0.21037781238555908,0.5139207243919373,0.4905702471733093,0.1965382695198059,0.6511181592941284,0.09466966986656189,0.6701505184173584,0.5678414106369019,0.01628359593451023,0.3012377619743347,0.09350483119487762,0.504289984703064,0.4917687773704529,0.21320021152496338,0.7140056490898132,0.07966013252735138,0.668537974357605,0.5707414150238037,0.023769423365592957,0.33127665519714355,0.07508666068315506,0.5220057368278503,0.49764522910118103,0.23494172096252441,0.45603111386299133,0.15662260353565216,0.7212317585945129,0.5878511667251587,-0.0043409960344433784,0.20709183812141418,0.15642262995243073
4,136,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,170,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,204,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,238,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,272,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,306,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
